parser_family,source_pdf,page_start,page_end,section,entry_number,entry_type,authors,year,title,publication_block,commentary,reviews,confidence,segment_warning,raw_text,raw_text_original
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,18,18,"STYLE, LANGUAGE, AND METER",148,journal_article,Jacqueline Dangel,1999,"Formosam resonare doces Amaryllida silvas, écritures métriques et metamorphoses poétiques","[See item 156.] Granada, 1999. 257-280",,,1.0,,"Jacqueline Dangel. "" Formosam resonare doces Amaryllida silvas, écritures métriques et metamorphoses poétiques."" [See item 156.] Granada, 1999. 257-280.","Jacqueline Dangel. "" Formosam resonare doces Amaryllida
silvas, écritures métriques et metamorphoses poétiques."" [See
item 156.] Granada, 1999. 257-280."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,18,18,"STYLE, LANGUAGE, AND METER",149,monograph,Joseph Farrell,2001,Latin Language and Latin Culture : From Ancient to Modern Times. Roman Literature and Its Contexts,"Cambridge, 2001",,,0.85,publication_tail_city_fallback,"Joseph Farrell. Latin Language and Latin Culture : From Ancient to Modern Times. Roman Literature and Its Contexts. Cambridge, 2001.","Joseph Farrell. Latin Language and Latin Culture : From
Ancient to Modern Times. Roman Literature and Its Contexts.
Cambridge, 2001."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,18,18,"STYLE, LANGUAGE, AND METER",150,journal_article,M. E. Flores Gomez,,Dido enamorada: metrica y contenido,[See item 156.] 371-390,,,0.75,,"M. E. Flores Gomez. ""Dido enamorada: metrica y contenido."" [See item 156.] 371-390.","M. E. Flores Gomez. ""Dido enamorada: metrica y contenido.""
[See item 156.] 371-390."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,18,18,"STYLE, LANGUAGE, AND METER",151,edited_volume,P. Hardie,1999,"Metamorphosis, Metaphor and Allegory in Latin Epic","Epic Traditions in the Contemporary World. The Politics of Community. Margaret Beissinger, Jane Tylus, and Susanne Wofford, eds. Berkeley, 1999. 89-107",,,1.0,,"P. Hardie. ""Metamorphosis, Metaphor and Allegory in Latin Epic."" Epic Traditions in the Contemporary World. The Politics of Community. Margaret Beissinger, Jane Tylus, and Susanne Wofford, eds. Berkeley, 1999. 89-107.","P. Hardie. ""Metamorphosis, Metaphor and Allegory in Latin
Epic."" Epic Traditions in the Contemporary World. The
Politics of Community. Margaret Beissinger, Jane Tylus, and
Susanne Wofford, eds. Berkeley, 1999. 89-107."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,18,18,"STYLE, LANGUAGE, AND METER",152,monograph,Stephen Hinds,1998,Allusion and Intertext : Dynamics of Appropriation in Roman Poetry,"Cambridge, 1998",,"Trouchet, REA 101 (1999) 226-228; Tordeur,^C68 (1999) 395",0.85,publication_tail_city_fallback,"Stephen Hinds. Allusion and Intertext : Dynamics of Appropriation in Roman Poetry. Cambridge, 1998. Rev: Trouchet, REA 101 (1999) 226-228; Tordeur,^C68 (1999) 395.","Stephen Hinds. Allusion and Intertext : Dynamics of Approp-
riation in Roman Poetry. Cambridge, 1998. Rev: Trouchet,
REA 101 (1999) 226-228; Tordeur,^C68 (1999) 395."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,18,18,"STYLE, LANGUAGE, AND METER",153,monograph,Andrew Laird,1999,"Powers of Expression , Expressions of Power. Speech Preservation and Latin Literature","Oxford Classical Monographs. Oxford, 1999",,"Gale, G&R 48 (2001) 242- 243",0.85,publication_tail_city_fallback,"Andrew Laird. Powers of Expression , Expressions of Power. Speech Preservation and Latin Literature. Oxford Classical Monographs. Oxford, 1999. Rev: Gale, G&R 48 (2001) 242- 243.","Andrew Laird. Powers of Expression , Expressions of Power.
Speech Preservation and Latin Literature. Oxford Classical
Monographs. Oxford, 1999. Rev: Gale, G&R 48 (2001) 242-
243."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,18,18,"STYLE, LANGUAGE, AND METER",154,monograph,M. Lobe,1999,Die Gebärdene in Vergils Aeneid. Zur Bedeutung und Funktion von Körpersprache in römischen Epos. Frankfurt am Main,1999,,"Heckel, Gymnasium 108 (2001) 255-256",0.85,publication_tail_year_fallback,"M. Lobe. Die Gebärdene in Vergils Aeneid. Zur Bedeutung und Funktion von Körpersprache in römischen Epos. Frankfurt am Main, 1999. Rev: Heckel, Gymnasium 108 (2001) 255-256.","M. Lobe. Die Gebärdene in Vergils Aeneid. Zur Bedeutung
und Funktion von Körpersprache in römischen Epos. Frank-
furt am Main, 1999. Rev: Heckel, Gymnasium 108 (2001)
255-256."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,18,18,"STYLE, LANGUAGE, AND METER",155,journal_article,C. Lopes Delgado,,Tipologia de los nombres proprios en el hexámetro de la Eclogas vergilianas,[See item 156.] 479- 518,,,0.75,,"C. Lopes Delgado. ""Tipologia de los nombres proprios en el hexámetro de la Eclogas vergilianas."" [See item 156.] 479- 518.","C. Lopes Delgado. ""Tipologia de los nombres proprios en el
hexámetro de la Eclogas vergilianas."" [See item 156.] 479-
518."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,18,18,"STYLE, LANGUAGE, AND METER",156,edited_volume,J. Luque Moreno | P. R. Diaz y Diaz,1999,Estudios de metrica latina. Granada,1999,,"Cupaiuolo, BStudLat 30 (2000) 757-761",0.85,publication_tail_year_fallback,"J. Luque Moreno, P. R. Diaz y Diaz, eds. Estudios de metrica latina. Granada, 1999. Rev: Cupaiuolo, BStudLat 30 (2000) 757-761.","J. Luque Moreno, P. R. Diaz y Diaz, eds. Estudios de metrica
latina. Granada, 1999. Rev: Cupaiuolo, BStudLat 30 (2000)
757-761."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,18,18,"STYLE, LANGUAGE, AND METER",157,monograph,James J,1996,O'Hara. True Names: Vergil and the Alexandrian Tradition of Etymological Wordplay. Ann Arbor,1996,,"Cormier, RPh 73 (1999) 325-326",0.85,publication_tail_year_fallback,"James J. O'Hara. True Names: Vergil and the Alexandrian Tradition of Etymological Wordplay. Ann Arbor, 1996. Rev: Cormier, RPh 73 (1999) 325-326.","James J. O'Hara. True Names: Vergil and the Alexandrian
Tradition of Etymological Wordplay. Ann Arbor, 1996. Rev:
Cormier, RPh 73 (1999) 325-326."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,18,19,"STYLE, LANGUAGE, AND METER",158,monograph,,1997,"M. Paschalis, Virgil's Aeneid: Semantic Relations and Proper Names","Oxford, 1997",,"Dingel, Gnomon 13 (2001) 354- 357. Vergilian Bibliography 2000-2001 21 1",0.55,publication_tail_city_fallback,"M. Paschalis, Virgil's Aeneid: Semantic Relations and Proper Names. Oxford, 1997. Rev: Dingel, Gnomon 13 (2001) 354- 357. Vergilian Bibliography 2000-2001 21 1","M. Paschalis, Virgil's Aeneid: Semantic Relations and Proper
Names. Oxford, 1997. Rev: Dingel, Gnomon 13 (2001) 354-
357.
Vergilian Bibliography 2000-2001 21 1"
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,19,19,"STYLE, LANGUAGE, AND METER",159,monograph,M. C. J. Putnam,1998,Virgil's Epic Designs: Ekphrasis in the Aeneid. New Haven and,"London, 1998",,"Starnes, Dalhousie Review 77 (1997) 429-431; Hardie, JRS 90 (2000) 239-240",0.85,publication_tail_city_fallback,"M. C. J. Putnam. Virgil's Epic Designs: Ekphrasis in the Aeneid. New Haven and London, 1998. Rev: Starnes, Dalhousie Review 77 (1997) 429-431; Hardie, JRS 90 (2000) 239-240.","M. C. J. Putnam. Virgil's Epic Designs: Ekphrasis in the
Aeneid. New Haven and London, 1998. Rev: Starnes, Dal-
housie Review 77 (1997) 429-431; Hardie, JRS 90 (2000)
239-240."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,19,19,"STYLE, LANGUAGE, AND METER",160,edited_volume,H. Rosén,1996,"Aspects of Latin. Papers from the Seventh International Colloquium on Latin Linguistics (Jerusalem, April 1993). Innsbruck",1996,,"Powell, CR 51 (2001) 91-94",0.85,publication_tail_year_fallback,"H. Rosén, ed. Aspects of Latin. Papers from the Seventh International Colloquium on Latin Linguistics (Jerusalem, April 1993). Innsbruck, 1996. Rev: Powell, CR 51 (2001) 91-94.","H. Rosén, ed. Aspects of Latin. Papers from the Seventh Inter-
national Colloquium on Latin Linguistics (Jerusalem, April
1993). Innsbruck, 1996. Rev: Powell, CR 51 (2001) 91-94."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,19,19,"STYLE, LANGUAGE, AND METER",161,monograph,Claudia Schindler,2000,"Untersuchungen zu den Gleichnissen im römischen Lehrgedicht: Lucrez, Vergil, Manilius. Hypomnemata 129","Göttingen, 2000",,,0.85,publication_tail_city_fallback,"Claudia Schindler. Untersuchungen zu den Gleichnissen im römischen Lehrgedicht: Lucrez, Vergil, Manilius. Hypomnemata 129. Göttingen, 2000.","Claudia Schindler. Untersuchungen zu den Gleichnissen im
römischen Lehrgedicht: Lucrez, Vergil, Manilius. Hypomne-
mata 129. Göttingen, 2000."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,19,19,"STYLE, LANGUAGE, AND METER",162,journal_article,J. Solana Pujalto,2000,El hexámetro del Aeneidos xiii di Maffeo Vegio y sus modelos clasicos,Latomus 59 (2000) 652-670,,,1.0,,"J. Solana Pujalto. ""El hexámetro del Aeneidos xiii di Maffeo Vegio y sus modelos clasicos."" Latomus 59 (2000) 652-670.","J. Solana Pujalto. ""El hexámetro del Aeneidos xiii di Maffeo
Vegio y sus modelos clasicos."" Latomus 59 (2000) 652-670."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,19,19,"STYLE, LANGUAGE, AND METER",163,journal_article,Jean-Francois Thomas,1999,Le vocabulaire de la crainte en latin: problèmes de synonomie nominale,REL 77 (1999) 216-233,,,1.0,,"Jean-Francois Thomas. ""Le vocabulaire de la crainte en latin: problèmes de synonomie nominale."" REL 77 (1999) 216-233.","Jean-Francois Thomas. ""Le vocabulaire de la crainte en latin:
problèmes de synonomie nominale."" REL 77 (1999) 216-233."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,19,19,"STYLE, LANGUAGE, AND METER",164,monograph,R. F. Thomas,1999,Reading Virgil and His Texts. Studies in Intertextualilty. Ann Arbor,1999,,"Gale, G&R 47 (2000) 242",0.85,publication_tail_year_fallback,"R. F. Thomas. Reading Virgil and His Texts. Studies in Intertextualilty. Ann Arbor, 1999. Rev: Gale, G&R 47 (2000) 242.","R. F. Thomas. Reading Virgil and His Texts. Studies in Inter-
textualilty. Ann Arbor, 1999. Rev: Gale, G&R 47 (2000) 242."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,19,19,"STYLE, LANGUAGE, AND METER",165,journal_article,J. Wills,1996,Repetition in Latin Poetry. Figures of Allusion,"Oxford, 1996",,"Dangel, Latomus 59 (2000) 149-152. Vergilian metrics have regained critical attention as support for character and context. Farrell's study of Latin Language and Latin Culture offers a different wide-ranging view of Latin as a language and as a vehicle for cultural practice: Vergilians should welcome this important examination of Vergil's medium. Laird's study of speech presentation offers valuable testimony and acute criticism, and can be profitably associated with Lobe's perceptive study. Putnam's study of the nature and role of ekphraseis in the epic offers a summary challenge to past and future understanding of their implications for the epic. Richard Thomas' essays on intertextuality in Vergil offer instructive and cogent ""new"" directions for Vergilian scholars. Wills continues to excite appreciative critical response to his cogent study of repetition and figures of allusion",0.85,publication_tail_city_fallback,"J. Wills. Repetition in Latin Poetry. Figures of Allusion. Oxford, 1996. Rev: Dangel, Latomus 59 (2000) 149-152. Vergilian metrics have regained critical attention as support for character and context. Farrell's study of Latin Language and Latin Culture offers a different wide-ranging view of Latin as a language and as a vehicle for cultural practice: Vergilians should welcome this important examination of Vergil's medium. Laird's study of speech presentation offers valuable testimony and acute criticism, and can be profitably associated with Lobe's perceptive study. Putnam's study of the nature and role of ekphraseis in the epic offers a summary challenge to past and future understanding of their implications for the epic. Richard Thomas' essays on intertextuality in Vergil offer instructive and cogent ""new"" directions for Vergilian scholars. Wills continues to excite appreciative critical response to his cogent study of repetition and figures of allusion.","J. Wills. Repetition in Latin Poetry. Figures of Allusion.
Oxford, 1996. Rev: Dangel, Latomus 59 (2000) 149-152.
Vergilian metrics have regained critical attention as support for
character and context. Farrell's study of Latin Language and Latin
Culture offers a different wide-ranging view of Latin as a language
and as a vehicle for cultural practice: Vergilians should welcome
this important examination of Vergil's medium. Laird's study of
speech presentation offers valuable testimony and acute criticism,
and can be profitably associated with Lobe's perceptive study. Put-
nam's study of the nature and role of ekphraseis in the epic offers a
summary challenge to past and future understanding of their impli-
cations for the epic. Richard Thomas' essays on intertextuality in
Vergil offer instructive and cogent ""new"" directions for Vergilian
scholars. Wills continues to excite appreciative critical response to
his cogent study of repetition and figures of allusion."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,19,19,VERGIL AND EARLIER WRITERS,166,journal_article,Brian W. Breed,2000,Imitations of Originality: Theocritus and Lucretius at the Start of the Eclogues,Vergilius 46 (2000) 3- 20,,,1.0,,"Brian W. Breed. ""Imitations of Originality: Theocritus and Lucretius at the Start of the Eclogues. "" Vergilius 46 (2000) 3- 20.","Brian W. Breed. ""Imitations of Originality: Theocritus and
Lucretius at the Start of the Eclogues. "" Vergilius 46 (2000) 3-
20."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,19,20,VERGIL AND EARLIER WRITERS,167,monograph,Monica R,2000,"Gale. Virgil on the Nature of Things: The Georgics, Lucretius and the Didactic Tradition. Cambridge, 2000. 212 Alexander G",McMay,,,0.85,publication_tail_inferred,"Monica R. Gale. Virgil on the Nature of Things: The Georgics, Lucretius and the Didactic Tradition. Cambridge, 2000. 212 Alexander G. McMay","Monica R. Gale. Virgil on the Nature of Things: The Georgics,
Lucretius and the Didactic Tradition. Cambridge, 2000.
212 Alexander G. McMay"
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,20,20,VERGIL AND EARLIER WRITERS,168,journal_article,Annette Lucia Giesecke,1999,Lucretius and Dream,Utopian Studies 10 (1999) 1-15,,,1.0,,"Annette Lucia Giesecke. ""Lucretius and Dream."" Utopian Studies 10 (1999) 1-15.","Annette Lucia Giesecke. ""Lucretius and
Dream."" Utopian Studies 10 (1999) 1-15."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,20,20,VERGIL AND EARLIER WRITERS,169,monograph,Annette Lucia Giesecke,2000,"Atoms, Ataraxy, and generic Imitation of the De Rerum Natura in E Poetry. Spudasmata 76. Hildesheim, Zürich, a",2000,,,0.85,publication_tail_year_fallback,"Annette Lucia Giesecke. Atoms, Ataraxy, and generic Imitation of the De Rerum Natura in E Poetry. Spudasmata 76. Hildesheim, Zürich, a 2000.","Annette Lucia Giesecke. Atoms, Ataraxy, and
generic Imitation of the De Rerum Natura in E
Poetry. Spudasmata 76. Hildesheim, Zürich, a
2000."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,20,20,VERGIL AND EARLIER WRITERS,170,journal_article,E. Lefevre,2000,Catullus' Song of the Fates and Virgil's Fourth Eclogue,Philologus 144 (2000) 62-80,,,1.0,,"E. Lefevre. ""Catullus' Song of the Fates and Virgil's Fourth Eclogue ."" Philologus 144 (2000) 62-80.","E. Lefevre. ""Catullus' Song of the Fates and Virgil's Fourth
Eclogue ."" Philologus 144 (2000) 62-80."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,20,20,VERGIL AND EARLIER WRITERS,171,edited_volume,P. von Möllendorff,2000,"Aeneas and Odysseus: Die 'Tore des Schlafs' in Aen. 6, 893-899","Zwischen Tradition und Innovation. Poetische Verfahren im Spannungsfeld Klassicher und neuerer Literatur und Literaturwissenschaft. Jürgen Paul Schwindt, ed. München, 2000. 43-66",,,1.0,,"P. von Möllendorff. ""Aeneas and Odysseus: Die 'Tore des Schlafs' in Aen. 6, 893-899."" Zwischen Tradition und Innovation. Poetische Verfahren im Spannungsfeld Klassicher und neuerer Literatur und Literaturwissenschaft. Jürgen Paul Schwindt, ed. München, 2000. 43-66.","P. von Möllendorff. ""Aeneas and Odysseus: Die 'Tore des
Schlafs' in Aen. 6, 893-899."" Zwischen Tradition und
Innovation. Poetische Verfahren im Spannungsfeld Klassicher
und neuerer Literatur und Literaturwissenschaft. Jürgen Paul
Schwindt, ed. München, 2000. 43-66."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,20,20,VERGIL AND EARLIER WRITERS,172,journal_article,Marinella Tartari Chersoni,2001,"more parentum (Catull. 101,7; Verg. Aen. vi 225)",Maia 53 (2001) 21-25,,,1.0,,"Marinella Tartari Chersoni. "" more parentum (Catull. 101,7; Verg. Aen. vi 225)."" Maia 53 (2001) 21-25.","Marinella Tartari Chersoni. "" more parentum (Catull. 101,7;
Verg. Aen. vi 225)."" Maia 53 (2001) 21-25."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,20,20,VERGIL AND EARLIER WRITERS,173,journal_article,John Warden,2000,Patria Praecepta : Lucretius and Vergil in the Underworld,"Vergilius 46 (2000) 83-92. Breed targets echo ( resonare ) as a phenomenon of the fictional world, and as metaphor for relations between texts. Vergil's Bucolics are traditional, but echo allows him to sidestep literary chronology. ""The Bucolics can be read alongside, not strictly after, his modern texts."" Gale's exploration of Vergil's indebtedness to resonances and instruction in Lucretius' didactic poem is welcome and authoritative. Giesecke' s study of cross-generic imitation of Lucretius' poem treats a formative factor in Vergil's art and complements Gale's work. Warden's study of patria praecepta examines the ""dialogue"" involving Aen. 6.719-853 and DRN 3.1024-1094 where Vergil disputes with (and overturns) Lucretius on many counts",,,1.0,,"John Warden. "" Patria Praecepta : Lucretius and Vergil in the Underworld."" Vergilius 46 (2000) 83-92. Breed targets echo ( resonare ) as a phenomenon of the fictional world, and as metaphor for relations between texts. Vergil's Bucolics are traditional, but echo allows him to sidestep literary chronology. ""The Bucolics can be read alongside, not strictly after, his modern texts."" Gale's exploration of Vergil's indebtedness to resonances and instruction in Lucretius' didactic poem is welcome and authoritative. Giesecke' s study of cross-generic imitation of Lucretius' poem treats a formative factor in Vergil's art and complements Gale's work. Warden's study of patria praecepta examines the ""dialogue"" involving Aen. 6.719-853 and DRN 3.1024-1094 where Vergil disputes with (and overturns) Lucretius on many counts.","John Warden. "" Patria Praecepta : Lucretius and Vergil in the
Underworld."" Vergilius 46 (2000) 83-92.
Breed targets echo ( resonare ) as a phenomenon of the fictional
world, and as metaphor for relations between texts. Vergil's Bucol-
ics are traditional, but echo allows him to sidestep literary chronol-
ogy. ""The Bucolics can be read alongside, not strictly after, his
modern texts."" Gale's exploration of Vergil's indebtedness to reso-
nances and instruction in Lucretius' didactic poem is welcome and
authoritative. Giesecke' s study of cross-generic imitation of Lu-
cretius' poem treats a formative factor in Vergil's art and comple-
ments Gale's work. Warden's study of patria praecepta examines
the ""dialogue"" involving Aen. 6.719-853 and DRN 3.1024-1094
where Vergil disputes with (and overturns) Lucretius on many
counts."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,20,20,ANCIENT AUTHORS AFTER VERGIL,174,journal_article,Neil Adkin,1999,Vergil Eclogues 2 and 10 in Jerome,Eirene 35 (1999) 102-113,,,1.0,,"Neil Adkin. ""Vergil Eclogues 2 and 10 in Jerome."" Eirene 35 (1999) 102-113.","Neil Adkin. ""Vergil Eclogues 2 and 10 in Jerome."" Eirene 35
(1999) 102-113."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,20,20,ANCIENT AUTHORS AFTER VERGIL,175,journal_article,E. M. Auriemma,2000,Tendenze degli studi su Silio Italico. Una panoramica sugli ultimi quindici anni (1984-1999),BStudLat 30 (2000) 577-640,,,1.0,,"E. M. Auriemma. ""Tendenze degli studi su Silio Italico. Una panoramica sugli ultimi quindici anni (1984-1999)."" BStudLat 30 (2000) 577-640.","E. M. Auriemma. ""Tendenze degli studi su Silio Italico. Una
panoramica sugli ultimi quindici anni (1984-1999)."" BStudLat
30 (2000) 577-640."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,20,21,ANCIENT AUTHORS AFTER VERGIL,176,journal_article,Laura Bocciolini Palagi,1999,"Il suicidio eroico de Carite-Didone (Apul. Met. 8, 13-14)",Invigilata Lucernis 21 (1999) 63-78. Vergilian Bibliography 2000-2001 213,,,1.0,,"Laura Bocciolini Palagi. ""Il suicidio eroico de Carite-Didone (Apul. Met. 8, 13-14)."" Invigilata Lucernis 21 (1999) 63-78. Vergilian Bibliography 2000-2001 213","Laura Bocciolini Palagi. ""Il suicidio eroico de Carite-Didone
(Apul. Met. 8, 13-14)."" Invigilata Lucernis 21 (1999) 63-78.
Vergilian Bibliography 2000-2001 213"
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,21,21,ANCIENT AUTHORS AFTER VERGIL,177,journal_article,Mariella Bonvicini,2000,Forsan et haec olim meminisse iuvabit (Verg. Aen. 1.203),BStudLat 30 (2000) 476-484,,,1.0,,"Mariella Bonvicini. ""Forsan et haec olim meminisse iuvabit (Verg. Aen. 1.203)."" BStudLat 30 (2000) 476-484.","Mariella Bonvicini. ""Forsan et haec olim meminisse iuvabit
(Verg. Aen. 1.203)."" BStudLat 30 (2000) 476-484."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,21,21,ANCIENT AUTHORS AFTER VERGIL,178,journal_article,Miniel Bovey,1999,"La greffe de l'olivier sur le figuier. Columelle, Virgile et la greffe des arbres",REL 77 (1999) 184-204,,,1.0,,"Miniel Bovey. ""La greffe de l'olivier sur le figuier. Columelle, Virgile et la greffe des arbres."" REL 77 (1999) 184-204.","Miniel Bovey. ""La greffe de l'olivier sur le figuier. Columelle,
Virgile et la greffe des arbres."" REL 77 (1999) 184-204."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,21,21,ANCIENT AUTHORS AFTER VERGIL,179,monograph,F. Delarue,2000,"Stace, poète épique. Originalité et cohérence. Louvain, 2000. BStudLat 30 (",2000) 724-730,,,0.85,publication_tail_year_fallback,"F. Delarue. Stace, poète épique. Originalité et cohérence. Louvain, 2000. BStudLat 30 (2000) 724-730.","F. Delarue. Stace, poète épique. Originalité et cohérence.
Louvain, 2000. BStudLat 30 (2000) 724-730."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,21,21,ANCIENT AUTHORS AFTER VERGIL,180,edited_volume,P. Esposito | L. Nicastri,1999,Interpretare Lucano. Miscellanea di Studi,"Napoli, 1999",,"De Rosa, BStudLat 30 (2000) 716-724",0.85,publication_tail_city_fallback,"P. Esposito, L. Nicastri, eds. Interpretare Lucano. Miscellanea di Studi. Napoli, 1999. Rev: De Rosa, BStudLat 30 (2000) 716-724.","P. Esposito, L. Nicastri, eds. Interpretare Lucano. Miscellanea
di Studi. Napoli, 1999. Rev: De Rosa, BStudLat 30 (2000)
716-724."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,21,21,ANCIENT AUTHORS AFTER VERGIL,181,monograph,Stefan Freund,2000,"Vergil im frühen Christentum. Untersuchungen zu des Vergilzitaten bei Tertullian, Minucius Felix, Novatian, Cyprian und Arnobius. Paderborn",2000,,,0.85,publication_tail_year_fallback,"Stefan Freund. Vergil im frühen Christentum. Untersuchungen zu des Vergilzitaten bei Tertullian, Minucius Felix, Novatian, Cyprian und Arnobius. Paderborn, 2000.","Stefan Freund. Vergil im frühen Christentum. Untersuchungen
zu des Vergilzitaten bei Tertullian, Minucius Felix, Novatian,
Cyprian und Arnobius. Paderborn, 2000."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,21,21,ANCIENT AUTHORS AFTER VERGIL,182,journal_article,Mario Giovini,2001,Gli inculta poemata di Paolo Diacono: Prudenzio e Virgilio in una dichiarazione di 'poetica del dissidio.',Maia 53 (2001)85,,,1.0,,"Mario Giovini. ""Gli inculta poemata di Paolo Diacono: Prudenzio e Virgilio in una dichiarazione di 'poetica del dissidio.'"" Maia 53 (2001)85.","Mario Giovini. ""Gli inculta poemata di Paolo Diacono:
Prudenzio e Virgilio in una dichiarazione di 'poetica del dis-
sidio.'"" Maia 53 (2001)85."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,21,21,ANCIENT AUTHORS AFTER VERGIL,183,dissertation,David Andrews Guinee,1999,The Roman 'Argonautica': Valerius Flaccus and the Epic tradition,"Diss. University of Michigan, 1999. AAC 9929837",,,1.0,,"David Andrews Guinee. ""The Roman 'Argonautica': Valerius Flaccus and the Epic tradition."" Diss. University of Michigan, 1999. AAC 9929837.","David Andrews Guinee. ""The Roman 'Argonautica': Valerius
Flaccus and the Epic tradition."" Diss. University of Michigan,
1999. AAC 9929837."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,21,21,ANCIENT AUTHORS AFTER VERGIL,184,monograph,John Henderson,1998,"Fighting For Rome: Poets and Caesars, History and Civil War","Cambridge, 1998",,"Marincola, CW 95 (2000) 81-82",0.85,publication_tail_city_fallback,"John Henderson. Fighting For Rome: Poets and Caesars, History and Civil War. Cambridge, 1998. Rev: Marincola, CW 95 (2000) 81-82.","John Henderson. Fighting For Rome: Poets and Caesars, His-
tory and Civil War. Cambridge, 1998. Rev: Marincola, CW 95
(2000) 81-82."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,21,21,ANCIENT AUTHORS AFTER VERGIL,185,monograph,D. Hershkowitz,1998,The Madness of Epic: Reading Insanity from Homer to Statius,"Oxford, 1998",,"Putnam, JRS 89 (1999) 220",0.85,publication_tail_city_fallback,"D. Hershkowitz. The Madness of Epic: Reading Insanity from Homer to Statius. Oxford, 1998. Rev: Putnam, JRS 89 (1999) 220.","D. Hershkowitz. The Madness of Epic: Reading Insanity from
Homer to Statius. Oxford, 1998. Rev: Putnam, JRS 89 (1999)
220."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,21,21,ANCIENT AUTHORS AFTER VERGIL,186,edited_volume,George A. Kennedy,2001,"The Latin Iliad. Introduction, Text, Translation, and Notes","Oxford, Ohio: The Campanian Society, Inc., 2001",,,0.85,publication_tail_city_fallback,"George A. Kennedy, ed. The Latin Iliad. Introduction, Text, Translation, and Notes. Oxford, Ohio: The Campanian Society, Inc., 2001.","George A. Kennedy, ed. The Latin Iliad. Introduction, Text,
Translation, and Notes. Oxford, Ohio: The Campanian So-
ciety, Inc., 2001."
enumerated_robust_segments_tailclassifier_entryfix3,47 (2001) - McKay.pdf,21,21,ANCIENT AUTHORS AFTER VERGIL,187,journal_article,S. Lopez Morenda,1998,Antecedents y función literaria dal sueño de Eneas y Andromacha: Verg. Aen. il 268-295 y Sen. Troad. 438-488,Emerita 46 (1998) 361-381,,,1.0,,"S. Lopez Morenda. ""Antecedents y función literaria dal sueño de Eneas y Andromacha: Verg. Aen. il 268-295 y Sen. Troad. 438-488."" Emerita 46 (1998) 361-381.","S. Lopez Morenda. ""Antecedents y función literaria dal sueño
de Eneas y Andromacha: Verg. Aen. il 268-295 y Sen. Troad.
438-488."" Emerita 46 (1998) 361-381."
